run_id,run_source,dry_run,git_branch,git_commit_sha,trade_date,decision_timestamp_et,execution_timestamp_et,clock_is_open,clock_timestamp_et,next_open_et,next_close_et,seconds_to_open,signal_date,qqq_open,qqq_high,qqq_low,qqq_close,ma250,ma50,ann_vol,base_regime,confirmed_regime,final_regime,raw_target_weight,use_ma_confirmation,use_vol_targeting,vol_target_annual,max_position_pct,tqqq_leverage,max_effective_exposure,target_instrument,target_shares,target_notional_est,price_estimate,price_estimate_source,equity_before,cash_before,buying_power_before,last_equity,daily_pnl_pct,tqqq_qty_before,tqqq_mv_before,sqqq_qty_before,sqqq_mv_before,equity_after,cash_after,tqqq_qty_after,sqqq_qty_after,status,reason_code,orders_submitted,orders_filled,error_message,kill_switch_triggered,kill_switch_reason,duplicate_guard_hit,already_at_target
db164dcb-5f59-4e27-8c98-4fabd9bbb098,github-pre,False,main,68e2989,2026-03-10,2026-03-10T11:30:21.110209-04:00,2026-03-10T11:30:21.151830-04:00,True,2026-03-10 11:30:20.597609-04:00,2026-03-11 09:30:00-04:00,2026-03-10 16:00:00-04:00,79179,2026-03-10,607.78,612.4,605.42,611.47,566.89824,614.7164,0.16387328887319202,bull,bull,bull,2.746024096387165,True,True,0.45,3.0,3.0,3.0,TQQQ,1882,94685.3,50.311,position_current,103448.89,4336.22,4336.22,101634.52,0.017852,1970,99112.67,0,0.0,103446.92,4336.22,1970,0,SUBMITTED,REBALANCE,0,0,,,,,
99c913f8-8302-44b9-b41a-25eeb8aa5ba2,github-post,False,main,6171a2b,2026-03-10,2026-03-10T11:44:51.614149-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,103516.07,4336.22,4336.22,101634.52,0.018513,1970,99179.847,0,0.0,103516.07,4336.22,1970,0,SKIPPED,NO_ORDERS_TO_RECONCILE,0,0,,,,,
3cb879d4-4cc4-4687-bb84-f38b13dede62,github-pre,False,main,bee0a48,2026-03-12,2026-03-12T02:18:20.756869-04:00,,False,2026-03-12 02:18:21.221207-04:00,2026-03-12 09:30:00-04:00,2026-03-12 16:00:00-04:00,25899,,,,,,,,,,,,,True,True,0.4,3.0,3.0,3.0,,0,,,,,,,,,,,,,,,,,SKIPPED,MARKET_CLOSED,0,0,,,,,
cf44d190-36e6-4476-b150-3b6f469bc90a,github-pre,False,main,c691a06,2026-03-12,2026-03-12T11:30:41.908913-04:00,2026-03-12T11:30:42.075900-04:00,True,2026-03-12 11:30:41.501122-04:00,2026-03-13 09:30:00-04:00,2026-03-12 16:00:00-04:00,79158,2026-03-12,602.76,604.14,597.53,598.95,567.92896,613.88,0.1685308880643718,bull,bull,bull,2.373452158201508,True,True,0.4,3.0,3.0,3.0,TQQQ,1675,79110.25,47.23,daily_bar_close,100000.0,100000.0,100000.0,100000.0,0.0,,,,,100021.71,20931.73,1675,0,SUBMITTED,REBALANCE,1,1,,,,,
a9b014f7-d586-4186-9bb9-2c0bb7e335a3,github-post,False,main,dafb819,2026-03-12,2026-03-12T11:42:57.984714-04:00,2026-03-12T11:42:57.984714-04:00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,100695.23,20931.73,20931.73,100000.0,0.006952,1675,79763.5,0,0.0,100695.23,20931.73,1675,0,RECONCILED,RECONCILE,1,1,,,,,
3ff3aa28-067e-4c68-81da-688d511b89c9,github-pre,False,main,34c4141,2026-03-13,2026-03-13T11:10:05.832781-04:00,2026-03-13T11:10:05.969376-04:00,True,2026-03-13 11:10:05.323083-04:00,2026-03-16 09:30:00-04:00,2026-03-13 16:00:00-04:00,253195,2026-03-13,599.73,603.5999,595.27,596.8436,568.3909344,613.3944720000001,0.15619153771021985,bull,bull,bull,2.560958204676331,True,True,0.4,3.0,3.0,3.0,TQQQ,1812,84674.76,46.73,position_current,99196.11,20931.73,20931.73,99371.98,-0.00177,1675,78272.75,0,0.0,99168.24,14529.72,1812,0,SUBMITTED,REBALANCE,1,1,,,,,
6d681106-4fa0-4554-a04c-5352d42c16c4,github-post,False,main,2c83b78,2026-03-13,2026-03-13T11:29:23.023123-04:00,2026-03-13T11:29:23.023123-04:00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,98534.04,14529.72,14529.72,99371.98,-0.008432,1812,84004.32,0,0.0,98534.04,14529.72,1812,0,RECONCILED,RECONCILE,1,1,,,,,
d8724aa7-1ea0-4de5-b96f-4e0450caf721,github-pre,False,main,6cf420a,2026-03-16,2026-03-16T11:39:58.823054-04:00,2026-03-16T11:39:58.959114-04:00,True,2026-03-16 11:39:58.314979-04:00,2026-03-17 09:30:00-04:00,2026-03-16 16:00:00-04:00,78602,2026-03-16,600.04,602.6,599.13,601.66,568.854,613.0790000000001,0.16488283984018187,bull,bull,bull,2.425965008776615,True,True,0.4,3.0,3.0,3.0,TQQQ,1711,81734.47,47.77,position_current,101088.96,14529.72,14529.72,97754.88,0.034107,1812,86559.24,0,0.0,101052.72,19352.47,1711,0,SUBMITTED,REBALANCE,1,1,,,,,
e399418b-d3b9-4983-a8b8-dc3855fe653a,github-post,False,main,2a31710,2026-03-16,2026-03-16T11:47:32.946825-04:00,2026-03-16T11:47:32.946825-04:00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,101129.72,19352.47,19352.47,97754.88,0.034523,1711,81777.245,0,0.0,101129.72,19352.47,1711,0,RECONCILED,RECONCILE,1,1,,,,,
eb473070-8b60-4493-ad7d-75211dd30f49,github-pre,False,main,bcfc149,2026-03-17,2026-03-17T11:39:21.857286-04:00,2026-03-17T11:39:21.876451-04:00,True,2026-03-17 11:39:21.557657-04:00,2026-03-18 09:30:00-04:00,2026-03-17 16:00:00-04:00,78638,2026-03-17,603.14,605.9,601.97,602.15,569.35932,612.834,0.16303610946543162,bull,bull,bull,2.4534442174284807,True,True,0.4,3.0,3.0,3.0,TQQQ,1729,82836.39,47.91,position_current,101326.46,19352.45,19352.45,100556.51,0.007657,1711,81974.01,0,0.0,101343.75,18490.07,1729,0,SUBMITTED,REBALANCE,1,1,,,,,
8cba3706-1dd1-49bc-923e-638457f563e2,github-post,False,main,c361410,2026-03-17,2026-03-17T11:47:02.909692-04:00,2026-03-17T11:47:02.909692-04:00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,101689.55,18490.07,18490.07,100556.51,0.011268,1729,83199.48,0,0.0,101689.55,18490.07,1729,0,RECONCILED,RECONCILE,1,1,,,,,
5f908138-d495-47a2-b201-c6129049391f,github-pre,False,main,932319c,2026-03-18,2026-03-18T11:48:17.544080-04:00,2026-03-18T11:48:17.695687-04:00,True,2026-03-18 11:48:17.154678-04:00,2026-03-19 09:30:00-04:00,2026-03-18 16:00:00-04:00,78103,2026-03-18,601.49,603.16,598.71,600.9,569.844,612.5154,0.16193761848468383,bull,bull,bull,2.4700869615285366,True,True,0.4,3.0,3.0,3.0,TQQQ,1743,82879.65,47.55,position_current,100704.02,18490.07,18490.07,101758.71,-0.010365,1729,82213.95,0,0.0,100704.02,17824.37,1743,0,SUBMITTED,REBALANCE,1,1,,,,,
d3791555-bdb8-4b70-be06-8e099a27e1b9,github-post,False,main,28d7bdf,2026-03-18,2026-03-18T11:54:22.793918-04:00,2026-03-18T11:54:22.793918-04:00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,100669.16,17824.37,17824.37,101758.71,-0.010707,1743,82844.79,0,0.0,100669.16,17824.37,1743,0,RECONCILED,RECONCILE,1,1,,,,,
a6bdff1e-fb82-47b6-9348-13af17160273,github-pre,False,main,05b20a5,2026-03-19,2026-03-19T11:12:45.065981-04:00,2026-03-19T11:12:45.140242-04:00,True,2026-03-19 11:12:44.619447-04:00,2026-03-20 09:30:00-04:00,2026-03-19 16:00:00-04:00,80235,2026-03-19,589.51,593.13,587.08,592.02,570.2710400000001,611.7674000000001,0.16888673925554334,bull,bull,bull,2.368451198496752,True,True,0.4,3.0,3.0,3.0,TQQQ,1685,76701.2,45.52,position_current,97165.73,17824.37,17824.37,98176.67,-0.010297,1743,79341.36,0,0.0,97173.63,20464.0,1685,0,SUBMITTED,REBALANCE,1,1,,,,,
5da188cb-64f4-41af-8c31-4b321570a268,github-post,False,main,dba4776,2026-03-19,2026-03-19T11:38:12.297731-04:00,2026-03-19T11:38:12.297731-04:00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,95926.73,20464.0,20464.0,98176.67,-0.022917,1685,75462.725,0,0.0,95926.73,20464.0,1685,0,RECONCILED,RECONCILE,1,1,,,,,
24b022af-45eb-403d-8584-6581b78046df,github-pre,False,main,26f09b8,2026-03-20,2026-03-20T11:12:29.522972-04:00,,True,2026-03-20 11:12:29.298405-04:00,2026-03-23 09:30:00-04:00,2026-03-20 16:00:00-04:00,253051,2026-03-20,591.06,591.17,584.97,586.35,570.6970799999999,611.034,0.1682777988165356,bull,bull,bull,2.377021822326657,True,True,0.4,3.0,3.0,3.0,,0,,,,94654.54,20463.99,20463.99,97451.64,-0.028702,1685,74190.55,0,0.0,,,,,HALTED,KILL_SWITCH_DAILY_LOSS,0,0,,True,"KILL_SWITCH: daily loss 2.87% >= limit 2.00% (equity=94654.54, last_equity=97451.64)",,
7fbaa122-0f37-4d8b-86c8-57d4612a0f1d,github-post,False,main,b6f64fa,2026-03-20,2026-03-20T11:29:29.498290-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,94595.57,20463.99,20463.99,97451.64,-0.029308,1685,74123.15,0,0.0,94595.57,20463.99,1685,0,SKIPPED,NO_ORDERS_TO_RECONCILE,0,0,,,,,
366f96d0-482a-4f00-aec9-be3b1ebe89df,github-pre,False,main,81cc466,2026-03-23,2026-03-23T11:36:13.990420-04:00,2026-03-23T11:36:14.131691-04:00,True,2026-03-23 11:36:13.464341-04:00,2026-03-24 09:30:00-04:00,2026-03-23 16:00:00-04:00,78827,2026-03-23,590.52,595.08,589.001,592.61,571.08772,610.391,0.18528542326969913,bull,bull,bull,2.158831455498607,True,True,0.4,3.0,3.0,3.0,TQQQ,1535,69980.8,45.5901,position_current,97283.31,20463.99,20463.99,93053.79,0.045452,1685,76819.3185,0,0.0,97338.37,27303.99,1535,0,SUBMITTED,REBALANCE,1,1,,,,,
f5e37e67-4ed7-4d88-ab5b-ecc50d6a4ce3,github-post,False,main,9068f0c,2026-03-23,2026-03-23T11:44:30.489161-04:00,2026-03-23T11:44:30.489161-04:00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,96877.87,27303.99,27303.99,93053.79,0.041095,1535,69573.875,0,0.0,96877.87,27303.99,1535,0,RECONCILED,RECONCILE,1,1,,,,,
0237c007-9609-4a53-ae45-14b2086f0e7f,github-pre,False,main,b723eae,2026-03-24,2026-03-24T11:42:43.054592-04:00,2026-03-24T11:42:43.111717-04:00,True,2026-03-24 11:42:42.557847-04:00,2026-03-25 09:30:00-04:00,2026-03-24 16:00:00-04:00,78437,2026-03-24,584.81,587.93,581.93,587.0001,571.4434404000001,609.505802,0.17095270075818153,bull,bull,bull,2.3398284918927006,True,True,0.4,3.0,3.0,3.0,TQQQ,1677,74291.1,44.3,position_current,95304.46,27303.96,27303.96,95718.91,-0.00433,1535,68000.5,0,0.0,95276.68,21014.59,1677,0,SUBMITTED,REBALANCE,1,1,,,,,
5d182a03-1173-4074-952d-c9ee24ad8c24,github-post,False,main,3672b4a,2026-03-24,2026-03-24T11:48:10.705481-04:00,2026-03-24T11:48:10.705481-04:00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,95288.92,21014.59,21014.59,95718.91,-0.004492,1677,74274.33,0,0.0,95288.92,21014.59,1677,0,RECONCILED,RECONCILE,1,1,,,,,
2878a2ea-0090-4b5d-af5d-d4e5c42fe6d5,github-pre,False,main,edcaf0f,2026-03-25,2026-03-25T11:45:50.091407-04:00,2026-03-25T11:45:50.254527-04:00,True,2026-03-25 11:45:49.614350-04:00,2026-03-26 09:30:00-04:00,2026-03-25 16:00:00-04:00,78250,2026-03-25,589.14,591.37,585.69,587.64,571.8444000000001,608.6547999999999,0.16378013658173154,bull,bull,bull,2.4422986104935087,True,True,0.4,3.0,3.0,3.0,TQQQ,1751,77627.96,44.3335,position_current,95361.87,21014.59,21014.59,94165.33,0.012707,1677,74347.2795,0,0.0,95355.82,17734.17,1751,0,SUBMITTED,REBALANCE,1,1,,,,,
