Date,Open,High,Low,Close,Volume
2015-07-27,178874,181029,176405,179913,1042.72
2015-07-28,177440,181904,174243,175199,1257.08
2015-07-29,174243,176239,172169,173054,688.913
2015-07-30,174565,177512,170013,170892,901.586
2015-07-31,169301,172565,168973,171458,672.846
2015-08-03,171379,176484,169935,172809,696.081
2015-08-04,173282,176156,172409,174165,761.312
2015-08-05,171057,171687,166584,170092,1274.54
2015-08-06,169702,180392,168897,178007,954.598
2015-08-07,179601,183270,177595,179028,893.793
2015-08-10,175283,175283,171458,172648,550.948
2015-08-11,175439,182225,173442,179191,686.845
2015-08-12,183026,188690,176405,177512,966.288
2015-08-13,176878,179523,174405,178473,696.273
2015-08-14,179674,180708,176795,177440,872.242
2015-08-17,178717,180069,172975,173208,722.876
2015-08-18,173842,176405,173282,175600,510.972
2015-08-19,177362,182225,174565,178953,978.314
2015-08-20,184139,194204,182469,194204,1155.53
2015-08-21,202571,218853,197473,218853,2389.86
2015-08-24,285644,359184,218853,245105,3086.9
2015-08-25,218118,248802,213455,248241,1923.24
2015-08-26,226127,241621,208913,210553,2231.45
2015-08-27,200826,208828,194043,194438,1903.8
2015-08-28,197473,198674,192360,194761,1480.72
2015-08-31,197796,203123,194593,201938,1283.25
2015-09-01,216798,223005,207603,220684,2005.79
2015-09-02,208668,216386,202010,202494,1586.41
2015-09-03,199562,206714,195561,205368,1281.32
2015-09-04,213209,215836,208340,212165,1462.54
2015-09-08,200197,202739,193632,194276,1448.97
2015-09-09,187418,202411,187334,201059,1631.43
2015-09-10,201615,202249,190364,194677,1780.61
2015-09-11,197068,198674,191091,191091,1152.59
2015-09-14,188851,195005,188851,193005,682.66
2015-09-15,191175,193487,184221,185900,1182.23
2015-09-16,185983,187818,182309,183103,1291.52
2015-09-17,183421,185017,174405,182469,1569.67
2015-09-18,190931,191325,183982,190135,1232.5
2015-09-21,187334,193715,183904,188690,1326.98
2015-09-22,197473,202167,195311,196912,961.237
2015-09-23,195634,199729,193959,197068,867.816
2015-09-24,202334,207358,196595,198435,1254.34
2015-09-25,192048,207441,191726,203856,1297.44
2015-09-28,206403,222927,206101,221662,1447.62
2015-09-29,219645,229466,212818,224310,1744.24
2015-09-30,215039,217750,208502,209665,1583.42
2015-10-01,207936,216386,206324,206714,1179
2015-10-02,215039,216718,195395,195395,1552.54
2015-10-05,191564,192360,185499,187012,1442.72
2015-10-06,188379,194043,186461,189329,1165.29
2015-10-07,186139,193560,185017,186461,1427.56
2015-10-08,188608,193800,183103,184139,1483.65
2015-10-09,183587,185261,180469,181514,943.293
2015-10-12,180708,182469,179191,180392,756.116
2015-10-13,183348,184221,177838,183904,1210.8
2015-10-14,183665,186861,180953,184543,944.544
2015-10-15,182309,183188,175439,175516,1582.94
2015-10-16,174243,176795,172892,172975,766.796
2015-10-19,174010,175043,169857,170169,627.243
2015-10-20,171214,174555,170092,172892,523.768
2015-10-21,170092,176239,169702,175765,792.388
2015-10-22,171214,172809,164900,165305,1249.81
2015-10-23,151975,154613,149350,151502,1519.16
2015-10-26,151890,153491,150223,151096,696.033
2015-10-27,152296,152380,149506,149896,614.447
2015-10-28,149350,153091,146549,146549,942.909
2015-10-29,148466,148855,146392,147270,617.766
2015-10-30,146944,149105,146148,148855,572.884
2015-11-02,147983,148855,143514,144075,722.154
2015-11-03,144870,145592,140967,142474,727.975
2015-11-04,141046,144153,140724,142314,657.597
2015-11-05,141840,145831,141046,143674,711.811
2015-11-06,144470,147105,142801,143275,687.278
2015-11-09,144870,150462,144354,147749,775.31
2015-11-10,150545,151574,148633,149105,640.904
2015-11-11,147592,150301,145592,149506,655.336
2015-11-12,151657,154214,149183,154047,887.01
2015-11-13,155809,163231,155331,162908,1254.14
2015-11-16,163464,164592,155809,156125,1055.04
2015-11-17,155087,156844,152296,155809,768.96
2015-11-18,153731,154296,146226,146470,865.459
2015-11-19,146470,147270,144397,146549,745.774
2015-11-20,144320,144709,143114,143431,580.581
2015-11-23,143192,146392,141680,144626,546.715
2015-11-24,147592,149661,143997,144870,732.304
2015-11-25,144320,145592,143836,144709,283.676
2015-11-27,143674,145431,143114,143758,210.989
2015-11-30,142875,146470,142719,145031,453.535
2015-12-01,143357,143872,140724,140724,627.435
2015-12-02,140484,143997,138561,143275,626.136
2015-12-03,142084,153091,141430,150628,1202.72
2015-12-04,149267,150140,139284,140084,1346.65
2015-12-07,139761,143914,139523,141924,725.185
2015-12-08,146226,146470,140484,141680,986.396
2015-12-09,143836,150856,141352,148221,1161.97
2015-12-10,147270,148549,143357,146226,578.945
2015-12-11,151180,156604,150223,156204,1153.99
2015-12-14,155892,162352,152691,152856,1272.91
2015-12-15,148706,150628,146070,150140,823.223
2015-12-16,146944,151574,142641,143514,1004.48
2015-12-17,141430,149661,141430,148055,889.175
2015-12-18,151096,158044,150140,158044,905.338
2015-12-21,153898,157321,152941,152941,555.085
2015-12-22,150702,153091,149428,150223,470.227
2015-12-23,147828,148549,146470,146783,473.835
2015-12-24,146860,147026,145671,146627,186.022
2015-12-28,147828,151050,146944,146944,440.258
2015-12-29,144470,144792,139205,140323,643.887
2015-12-30,140561,143997,140401,143997,501.063
2015-12-31,145510,149428,144663,148855,695.792
2016-01-04,159395,164266,158200,158200,1128.88
2016-01-05,156204,161797,155809,159794,749.43
2016-01-06,168018,168018,161553,164266,785.99
2016-01-07,174726,179752,168501,179601,1546.72
2016-01-08,175765,184586,172253,183743,1389.46
2016-01-11,179991,190822,178473,182469,1287.39
2016-01-12,177044,183665,173137,175516,1287.39
2016-01-13,173766,195005,172648,194122,1480.77
2016-01-14,191964,201303,176566,181591,2118.69
2016-01-15,199729,205524,192875,198518,1832.03
2016-01-19,190686,204432,189652,197640,1860.99
2016-01-20,206792,219727,192927,199235,2564
2016-01-21,196755,204775,189813,198435,1873.11
2016-01-22,186784,188690,181270,181354,1654.96
2016-01-25,183421,190052,180313,189408,1209.84
2016-01-26,187174,192048,181981,184383,950.557
2016-01-27,187572,200524,185261,198191,1521.13
2016-01-28,188608,200040,188057,190052,1506.6
2016-01-29,189574,190177,177674,178007,1310.81
2016-02-01,180469,182469,174321,176644,927.707
2016-02-02,178717,189491,178717,187572,1129.5
2016-02-03,183982,200356,183982,190525,2219.52
2016-02-04,192203,197390,186139,190608,1537.92
2016-02-05,192604,212818,192519,210404,1804.42
2016-02-08,222236,231712,217506,220133,2448.64
2016-02-09,229014,230054,212249,222372,2160.49
2016-02-10,214142,220214,205939,219645,1925.93
2016-02-11,228194,229870,215374,220056,1891.63
2016-02-12,213128,219420,209993,210638,1201.52
2016-02-16,201059,205128,196912,196991,1151.15
2016-02-17,191886,193632,182225,183188,1385.95
2016-02-18,181514,190052,181270,189252,1177.85
2016-02-19,191642,193379,185947,187418,901.971
2016-02-22,182064,182865,177944,178473,839.001
2016-02-23,181748,187572,180152,187089,916.836
2016-02-24,193715,197307,181186,181820,1533.49
2016-02-25,181029,185738,176716,176716,977.592
2016-02-26,173054,178473,172409,177278,974.947
2016-02-29,177923,181981,173766,181981,809.705
2016-03-01,176878,178515,164514,164514,1451.95
2016-03-02,165222,168184,164266,164348,832.363
2016-03-03,164900,168770,164675,165305,849.969
2016-03-04,164675,168257,161880,165144,1111.22
2016-03-07,167545,171604,164675,168101,1116.03
2016-03-08,171930,173137,167139,172253,1386.67
2016-03-09,170414,173208,168818,169056,885.712
2016-03-10,166349,176321,163949,169618,1472.45
2016-03-11,164348,165836,160835,160918,1081.11
2016-03-14,162270,162753,158844,160040,881.671
2016-03-15,161880,163231,159640,160112,799.315
2016-03-16,161395,161395,154613,155809,1256.26
2016-03-17,157483,159005,155087,156288,767.18
2016-03-18,155247,157966,154214,155247,947.863
2016-03-21,156443,156511,153170,153653,736.778
2016-03-22,155977,156226,151180,152296,817.45
2016-03-23,152856,156964,152775,155977,869.5
2016-03-24,158761,159083,155643,155726,769.057
2016-03-28,154613,157321,154531,156521,488.267
2016-03-29,157399,158122,148633,149023,928.14
2016-03-30,146392,147749,143997,146783,1338.14
2016-03-31,147105,148055,145431,147592,677.945
2016-04-01,149978,150727,142558,142641,918.808
2016-04-04,143192,145348,142395,144470,715.516
2016-04-05,147749,149096,146070,148384,850.354
2016-04-06,148139,148139,141127,141200,1092.66
2016-04-07,143514,149023,142915,147427,1069.76
2016-04-08,144547,149183,143471,147749,1199.93
2016-04-11,145671,149267,143514,149267,1021.27
2016-04-12,149105,151657,144626,145431,1545.47
2016-04-13,142157,142719,139284,139924,1087.46
2016-04-14,139846,141046,138327,139924,790.608
2016-04-15,140484,142002,139284,140967,698.005
2016-04-18,142084,142395,138477,138727,608.433
2016-04-19,137926,143353,137693,141316,825.724
2016-04-20,141273,142641,138888,140884,722.587
2016-04-21,140967,142713,139284,140884,802.297
